match_id,game_duration,game_mode,t100_kills,t100_deaths,t100_assists,t100_gold,t100_damage,t100_cs,t100_vision,t100_wardsPlaced,t100_wardsKilled,t100_controlWards,t100_towers,t100_dragons,t100_herald,t100_barons,t100_phdmg,t100_mgdmg,t100_trdmg,t100_goldpermin,t100_killsfr10,t100_inhibitors,t200_kills,t200_deaths,t200_assists,t200_gold,t200_damage,t200_cs,t200_vision,t200_wardsPlaced,t200_wardsKilled,t200_controlWards,t200_towers,t200_dragons,t200_barons,t200_herald,t200_phdmg,t200_mgdmg,t200_trdmg,t200_goldpermin,t200_killsfr10,t200_inhibitors,team_100_win
NA1_5475300236,1851,CLASSIC,31,23,37,71496,124893,1107,200,83,18,0,9,4,1,0,81120,28129,15640,2317.5364667747162,0,1,22,31,33,58948,77419,954,219,81,19,0,2,1,1,0,48680,19087,9647,1910.7941653160453,0,0,1
NA1_5475267000,1666,CLASSIC,21,36,28,57637,106860,847,150,69,13,0,4,0,3,0,67291,36815,2751,2075.7623049219687,0,0,36,21,54,67017,128974,958,162,56,20,0,11,4,1,0,83651,35464,9854,2413.577430972389,0,3,0
NA1_5475237314,1493,CLASSIC,30,9,49,56968,75936,881,160,73,20,0,6,3,3,1,43330,29625,2978,2289.4038847957136,0,1,9,31,11,49144,63916,925,189,66,23,0,4,1,0,0,38696,22796,2422,1974.9765572672472,0,0,1
NA1_5475187688,1819,CLASSIC,25,40,35,59882,114977,879,223,95,20,0,4,1,1,0,61949,39047,13975,1975.2171522814733,0,0,40,26,52,73506,143507,1001,252,78,47,0,8,3,2,0,82223,52184,9095,2424.606926882903,0,2,0
NA1_5475147067,1551,CLASSIC,11,25,16,46590,64092,851,155,63,16,0,1,2,0,0,25198,36122,2766,1802.321083172147,0,0,25,11,42,61515,90140,984,192,65,29,0,10,2,1,1,55932,20185,14020,2379.6905222437135,0,3,0
NA1_5475120065,232,CLASSIC,1,4,0,6549,2369,93,2,4,0,0,0,0,0,0,1641,623,104,1693.7068965517242,0,0,4,1,3,8108,5007,111,2,7,0,0,0,0,0,0,1492,3238,273,2096.896551724138,0,0,0
NA1_5475055722,916,CLASSIC,16,6,20,32908,40281,527,85,41,9,0,3,2,0,0,14634,24579,1065,2155.545851528384,0,0,6,16,7,25960,36841,477,100,41,12,0,1,0,0,0,17824,16108,2906,1700.4366812227074,0,0,1
NA1_5475009866,1381,CLASSIC,33,11,58,59299,85328,834,154,64,18,0,10,2,1,1,53408,29685,2233,2576.350470673425,0,0,11,33,18,39602,50550,664,105,58,10,0,1,0,0,0,24874,22684,2987,1720.5792903692977,0,0,1
NA1_5474931288,2432,CLASSIC,32,42,58,80515,150245,1237,283,99,39,0,7,3,2,1,47613,94476,8151,1986.389802631579,0,0,42,32,96,89017,216144,1138,277,133,34,0,8,2,2,0,148602,50075,17462,2196.1430921052633,0,2,0
NA1_5474895491,1298,CLASSIC,46,13,61,58146,108513,812,132,52,13,0,9,3,2,0,56107,43576,8828,2687.7966101694915,0,2,13,46,14,38392,49665,616,97,42,8,0,0,0,0,0,21052,28302,308,1774.668721109399,0,0,1
NA1_5474836628,1803,CLASSIC,41,31,69,70299,130158,927,197,72,24,0,8,4,0,1,75045,45369,9740,2339.4009983361066,0,1,30,41,33,60273,102540,882,179,68,15,0,4,1,0,2,61765,34246,6526,2005.757071547421,0,0,1
NA1_5474810397,1111,CLASSIC,31,11,32,45494,70547,628,99,46,3,0,7,0,2,0,43301,26483,758,2456.921692169217,0,0,11,31,15,35483,44026,558,102,42,9,0,1,2,0,0,24436,18457,1129,1916.2736273627363,0,0,1
NA1_5474794047,94,CLASSIC,1,0,0,3492,1615,14,0,1,0,0,0,0,0,0,1245,6,364,2228.936170212766,0,0,0,1,0,2961,1196,6,0,1,0,0,0,0,0,0,729,453,14,1890.0,0,0,1
NA1_5474291794,1692,CLASSIC,34,24,61,67176,118144,997,214,82,27,0,8,4,1,1,55555,49774,12809,2382.127659574468,0,1,24,35,33,60819,91293,957,193,69,25,0,3,0,0,0,49910,35046,6331,2156.7021276595747,0,0,1
NA1_5475723954,947,CLASSIC,27,15,25,37219,55177,529,76,38,3,0,3,1,0,0,15344,38057,1771,2358.1203801478355,0,0,15,27,18,32117,47879,477,67,27,7,0,1,0,0,0,36290,10491,1095,2034.8680042238648,0,0,1
NA1_5475370469,1315,CLASSIC,52,23,50,60451,106354,733,125,56,12,0,10,1,1,0,59349,44014,2988,2758.2205323193916,0,2,23,52,21,41614,67151,545,96,47,9,0,0,1,0,0,33762,25314,8071,1898.7376425855512,0,0,1
NA1_5475346368,2522,CLASSIC,37,42,64,84178,163422,1175,285,114,24,0,4,3,3,1,86791,69766,6858,2002.648691514671,0,0,42,37,70,93277,208465,1360,345,119,39,0,10,3,2,0,139639,64051,4769,2219.1197462331484,0,3,0
NA1_5475328079,1231,CLASSIC,12,31,13,41035,45297,678,120,45,11,0,1,1,1,0,22964,17578,4751,2000.081234768481,0,0,31,12,30,52277,83163,724,107,55,9,0,6,2,0,0,42399,37116,3644,2548.025995125914,0,0,0
NA1_5475243891,926,CLASSIC,35,7,23,39710,60009,544,73,33,5,0,4,2,0,0,41918,13278,4811,2573.0021598272137,0,0,7,35,3,26508,37812,451,68,32,3,0,0,0,0,1,25072,10421,2316,1717.5809935205184,0,0,1
NA1_5475208270,1375,CLASSIC,28,15,39,49911,85107,736,149,65,16,0,4,2,2,1,32930,48702,3471,2177.9345454545455,0,0,15,28,14,44339,63352,779,169,68,16,0,2,1,0,0,38945,19906,4496,1934.7927272727272,0,0,1
NA1_5475171016,943,CLASSIC,7,25,6,27662,41480,528,61,29,5,0,0,1,0,0,19593,19915,1968,1760.0424178154824,0,0,23,7,30,38737,46028,607,75,36,3,0,3,1,0,0,28601,14765,2659,2464.708377518558,0,0,0
NA1_5475150244,92,CLASSIC,0,0,0,3016,276,11,0,2,0,0,0,0,0,0,276,0,0,1966.9565217391303,0,0,0,0,0,3201,542,23,0,4,0,0,0,0,0,0,404,137,0,2087.608695652174,0,0,0
NA1_5475102879,1944,CLASSIC,23,42,29,63862,143826,1030,243,88,30,0,4,1,0,0,60238,75376,8209,1971.0493827160494,0,0,40,23,57,72597,122136,1024,260,93,29,0,9,3,1,2,78692,33583,9857,2240.6481481481483,0,2,0
NA1_5475071187,932,CLASSIC,7,27,10,25489,31771,442,65,28,10,0,0,0,0,0,12168,19010,590,1640.9227467811158,0,0,27,7,34,38837,53132,580,89,40,9,0,4,2,0,0,28728,22046,2353,2500.236051502146,0,0,0
NA1_5475009733,2281,CLASSIC,45,59,41,80573,200044,1060,243,83,36,0,4,2,0,0,109088,78310,12643,2119.412538360368,0,0,59,45,120,87965,178774,981,300,116,35,0,4,2,3,1,93074,79580,6116,2313.853572994301,0,0,0
NA1_5474972035,1516,CLASSIC,13,28,15,48660,77557,846,152,70,16,0,1,0,0,0,42748,30080,4726,1925.8575197889184,0,0,28,13,37,57541,81284,949,182,73,22,0,9,2,0,1,33579,41477,6226,2277.3482849604225,0,1,0
NA1_5474171658,1854,CLASSIC,51,30,70,79670,160441,1047,239,88,36,0,11,1,1,2,100037,46088,14311,2578.31715210356,0,3,30,51,45,61307,105766,824,208,88,27,0,3,2,0,0,46995,57132,1636,1984.0453074433658,0,0,1
NA1_5474130171,1365,CLASSIC,37,17,56,55108,92290,751,128,49,17,0,11,1,0,0,61118,29247,1920,2422.3296703296705,0,3,16,37,25,38915,69657,628,147,58,17,0,1,0,0,0,47925,17947,3783,1710.5494505494505,0,0,1
NA1_5474095495,1369,CLASSIC,18,29,17,47348,68167,751,174,71,18,0,1,1,0,0,40771,24498,2894,2075.1497443389335,0,0,29,18,49,55095,96343,759,119,53,16,0,8,1,0,2,47883,44227,4228,2414.682249817385,0,1,0
NA1_5474059418,1516,CLASSIC,42,24,47,62811,134610,921,169,59,19,0,10,2,1,1,70924,57856,5825,2485.923482849604,0,3,24,42,28,49544,90463,770,132,53,10,0,0,1,0,0,63861,19038,7559,1960.844327176781,0,0,1
NA1_5474010318,1860,CLASSIC,35,36,50,68076,145424,943,227,87,27,0,9,4,3,1,70842,68126,6452,2196.0,0,1,36,36,77,67205,145618,936,201,67,31,0,2,1,1,0,59098,71631,14884,2167.9032258064517,0,0,1
NA1_5473957121,1694,CLASSIC,32,50,30,60822,118725,842,188,87,16,0,2,2,0,0,53235,43459,22027,2154.2621015348286,0,0,50,32,80,73748,142137,914,211,77,21,0,9,1,1,2,81584,52751,7798,2612.089728453365,0,1,0
NA1_5473062043,1957,CLASSIC,38,55,62,73118,150263,870,193,77,29,0,6,1,0,1,76714,61159,12387,2241.7373530914665,0,1,55,38,73,78121,176134,956,242,83,19,0,7,3,1,1,87253,83892,4985,2395.125191619826,0,2,0
NA1_5473022423,1592,CLASSIC,48,25,68,66637,127753,889,181,64,23,0,9,2,1,1,44015,79241,4493,2511.4447236180904,0,1,25,48,19,53892,113866,810,131,56,16,0,3,1,0,0,34315,68488,11059,2031.1055276381908,0,0,1
NA1_5475267000,1666,CLASSIC,21,36,28,57637,106860,847,150,69,13,0,4,0,3,0,67291,36815,2751,2075.7623049219687,0,0,36,21,54,67017,128974,958,162,56,20,0,11,4,1,0,83651,35464,9854,2413.577430972389,0,3,0
NA1_5475254004,586,CLASSIC,5,9,9,17003,15359,259,33,15,6,0,0,1,0,0,11519,3158,680,1740.9215017064846,0,0,9,5,15,19840,13814,292,40,25,4,0,1,0,0,0,4973,8327,510,2031.3993174061432,0,0,0
NA1_5475215816,1210,CLASSIC,18,35,22,37836,67563,559,105,48,13,0,0,0,0,0,35112,26272,6174,1876.1652892561983,0,0,35,18,53,52778,86883,747,106,41,9,0,8,2,0,1,55009,27005,4866,2617.090909090909,0,0,0
NA1_5475186017,1305,CLASSIC,21,7,21,50949,61639,869,154,57,17,0,13,2,3,1,36469,21643,3521,2342.4827586206898,0,2,7,21,11,36643,43865,673,111,62,8,0,0,1,0,0,15106,25552,3203,1684.7356321839081,0,0,1
NA1_5475158291,1101,CLASSIC,20,9,32,39409,55032,540,121,51,9,0,1,2,0,0,31787,21018,2225,2147.6294277929155,0,0,9,20,18,32822,58400,583,91,42,1,0,1,0,0,0,21427,32111,4859,1788.6648501362397,0,0,1
NA1_5475150244,92,CLASSIC,0,0,0,3016,276,11,0,2,0,0,0,0,0,0,276,0,0,1966.9565217391303,0,0,0,0,0,3201,542,23,0,4,0,0,0,0,0,0,404,137,0,2087.608695652174,0,0,0
NA1_5473123612,1558,CLASSIC,42,20,54,67989,123817,905,184,84,23,0,10,1,0,1,47115,72726,3972,2618.3183568677796,0,1,20,42,28,55978,73844,809,158,63,20,0,2,1,0,2,44161,24694,4986,2155.7637997432607,0,0,1
NA1_5473084982,2021,CLASSIC,14,38,22,61186,101238,1047,193,86,18,0,5,0,0,0,57862,38846,4527,1816.5066798614548,0,0,38,15,59,72718,135967,1079,260,81,35,0,8,4,1,2,48079,76801,11083,2158.87184562098,0,1,0
NA1_5473047767,1792,CLASSIC,27,25,43,63728,119166,988,268,91,31,0,8,3,2,0,49026,63866,6271,2133.75,0,1,25,27,42,58379,85062,927,195,74,28,0,2,0,0,0,43522,38678,2858,1954.654017857143,0,0,1
NA1_5473006811,1779,CLASSIC,49,35,79,71870,136189,878,243,96,27,0,9,3,3,0,38387,92050,5747,2423.9460370994943,0,2,35,49,44,65121,133610,917,212,72,29,0,3,1,0,0,55977,67872,9759,2196.3237774030354,0,0,1
NA1_5472203642,1890,CLASSIC,36,24,59,67074,130038,921,258,99,41,0,8,2,0,2,66784,54283,8968,2129.3333333333335,0,1,24,36,41,61488,101757,960,235,94,30,0,6,3,0,1,60991,39582,1180,1952.0,0,0,1
NA1_5472182988,1275,CLASSIC,22,38,27,43912,69885,665,88,38,7,0,0,1,0,0,36888,31312,1681,2066.4470588235295,0,0,38,22,47,54573,111318,688,112,49,9,0,8,2,0,1,44157,57774,9383,2568.141176470588,0,1,0
NA1_5472139330,1800,CLASSIC,15,27,33,59986,69103,990,195,76,17,0,3,0,2,0,40652,27602,846,1999.5333333333333,0,0,27,15,41,68662,102506,1098,259,88,36,0,10,4,1,0,41414,57349,3735,2288.733333333333,0,3,0
NA1_5472027808,1422,CLASSIC,13,40,13,46375,64624,769,131,52,16,0,2,1,0,0,39338,22953,2328,1956.7510548523207,0,0,40,13,56,58282,104513,796,164,73,11,0,10,2,1,3,57767,43035,3707,2459.15611814346,0,2,0
NA1_5471971160,1128,CLASSIC,15,22,15,36943,44176,665,104,38,11,0,2,0,0,0,18884,22311,2976,1965.0531914893616,0,0,22,15,18,41074,56090,715,134,56,10,0,3,2,0,1,25072,29418,1596,2184.787234042553,0,0,0
NA1_5471923859,1509,CLASSIC,37,24,56,60635,102127,778,148,67,11,0,7,0,0,1,56797,40589,4737,2410.934393638171,0,1,24,37,38,52277,84761,765,163,67,14,0,5,3,0,3,51579,28786,4392,2078.6083499005967,0,0,1
NA1_5471882685,970,CLASSIC,11,22,8,29360,37174,472,95,47,9,0,1,0,0,0,18854,16695,1623,1816.082474226804,0,0,22,11,24,36385,45645,599,102,38,10,0,2,2,0,0,23488,21292,863,2250.6185567010307,0,0,0
NA1_5471333630,1687,CLASSIC,30,15,34,65699,112269,1056,221,88,27,0,14,2,2,1,43569,65310,3388,2336.656787196206,0,3,15,30,25,55799,76913,959,196,78,25,0,1,2,0,0,52994,22281,1635,1984.5524599881446,0,0,1
NA1_5471314403,1423,CLASSIC,38,13,55,56369,95299,809,142,54,11,0,6,3,1,1,45978,46616,2699,2376.767392832045,0,1,13,38,11,45484,74349,741,136,68,9,0,2,1,0,0,47937,23170,3237,1917.8074490513002,0,0,1
NA1_5471206849,1648,CLASSIC,35,32,45,63344,91567,831,189,86,18,0,8,2,0,0,43368,45924,2273,2306.21359223301,0,1,31,35,50,59998,92324,859,238,97,22,0,5,2,1,3,43662,38548,10111,2184.393203883495,0,0,1
NA1_5475732228,914,CLASSIC,21,7,30,34582,39723,531,67,28,6,0,2,1,0,0,20825,16461,2434,2270.153172866521,0,0,7,24,7,27426,31816,499,70,30,3,0,1,1,0,0,16201,15318,294,1800.3938730853392,0,0,1
NA1_5475686002,1708,CLASSIC,23,38,47,59713,126757,938,175,71,19,0,3,3,0,0,38456,80373,7922,2097.6463700234194,0,0,38,23,45,66455,113633,865,184,64,27,0,10,1,1,1,68820,43212,1599,2334.4847775175645,0,2,0
NA1_5475370469,1315,CLASSIC,52,23,50,60451,106354,733,125,56,12,0,10,1,1,0,59349,44014,2988,2758.2205323193916,0,2,23,52,21,41614,67151,545,96,47,9,0,0,1,0,0,33762,25314,8071,1898.7376425855512,0,0,1
NA1_5475360690,934,CLASSIC,17,5,21,38921,37874,622,71,37,6,0,9,2,0,0,19991,17627,254,2500.2783725910062,0,2,5,17,4,22829,21131,384,50,28,2,0,0,0,0,0,7842,13113,173,1466.5310492505353,0,0,1
NA1_5475341390,1687,CLASSIC,44,27,77,70009,140654,935,163,64,19,0,7,1,0,1,55230,73664,11755,2489.9466508595137,0,1,27,44,45,56863,96746,801,176,67,14,0,3,2,0,0,57170,34436,5134,2022.3947836395969,0,0,1
NA1_5475328079,1231,CLASSIC,12,31,13,41035,45297,678,120,45,11,0,1,1,1,0,22964,17578,4751,2000.081234768481,0,0,31,12,30,52277,83163,724,107,55,9,0,6,2,0,0,42399,37116,3644,2548.025995125914,0,0,0
NA1_5475303311,1361,CLASSIC,14,37,20,40680,52611,643,144,44,9,0,1,0,0,0,27454,23448,1705,1793.38721528288,0,0,37,14,54,56739,108804,751,120,47,9,0,8,3,1,1,75603,29313,3883,2501.351947097722,0,1,0
NA1_5475281838,913,CLASSIC,27,14,30,34885,51749,505,66,34,5,0,1,1,0,0,29111,21270,1365,2292.552026286966,0,0,14,27,13,30124,42953,434,58,25,5,0,0,0,0,0,35043,6928,980,1979.6714129244249,0,0,1
NA1_5475257237,1282,CLASSIC,15,25,23,38100,63925,565,141,58,16,0,0,0,0,0,36907,20188,6828,1783.151326053042,0,0,25,15,28,50423,71241,787,128,46,18,0,10,3,0,3,36356,32418,2463,2359.8907956318253,0,1,0
NA1_5475229440,1182,CLASSIC,29,10,39,46574,76358,669,131,60,10,0,6,1,1,0,51066,20601,4689,2364.1624365482235,0,0,10,29,13,34738,54274,574,112,41,17,0,0,1,0,0,23408,26671,4189,1763.3502538071066,0,0,1
NA1_5475195420,1559,CLASSIC,29,24,38,58409,92191,829,154,77,16,0,8,1,0,0,36978,50926,4282,2247.9409878127003,0,1,24,29,32,55561,98449,824,167,56,26,0,5,2,0,4,49804,42266,6375,2138.332264271969,0,0,1
NA1_5475171016,943,CLASSIC,7,25,6,27662,41480,528,61,29,5,0,0,1,0,0,19593,19915,1968,1760.0424178154824,0,0,23,7,30,38737,46028,607,75,36,3,0,3,1,0,0,28601,14765,2659,2464.708377518558,0,0,0
NA1_5475150244,92,CLASSIC,0,0,0,3016,276,11,0,2,0,0,0,0,0,0,276,0,0,1966.9565217391303,0,0,0,0,0,3201,542,23,0,4,0,0,0,0,0,0,404,137,0,2087.608695652174,0,0,0
NA1_5475102879,1944,CLASSIC,23,42,29,63862,143826,1030,243,88,30,0,4,1,0,0,60238,75376,8209,1971.0493827160494,0,0,40,23,57,72597,122136,1024,260,93,29,0,9,3,1,2,78692,33583,9857,2240.6481481481483,0,2,0
NA1_5475071187,932,CLASSIC,7,27,10,25489,31771,442,65,28,10,0,0,0,0,0,12168,19010,590,1640.9227467811158,0,0,27,7,34,38837,53132,580,89,40,9,0,4,2,0,0,28728,22046,2353,2500.236051502146,0,0,0
NA1_5475024066,1668,CLASSIC,43,25,73,69032,160759,861,210,79,28,0,7,2,2,1,97950,56262,6543,2483.165467625899,0,1,25,43,46,55193,117271,790,200,74,29,0,2,1,0,0,54607,60568,2094,1985.3597122302158,0,0,1
NA1_5474274322,2141,CLASSIC,31,33,58,77871,170988,1127,294,103,46,0,7,3,0,0,77359,80543,13079,2182.2793087342366,0,1,33,31,40,71124,132534,1031,260,101,30,0,2,2,1,0,79958,43107,9465,1993.1994395142458,0,0,1
NA1_5474251707,1792,CLASSIC,49,34,92,77938,132254,928,212,92,19,0,10,1,2,2,73157,55191,3902,2609.53125,0,2,34,49,38,66751,126769,937,162,55,20,0,5,3,0,0,68703,44769,13290,2234.9665178571427,0,0,1
NA1_5474235587,920,CLASSIC,12,7,8,31709,43260,573,65,36,4,0,2,1,0,0,18316,23916,1024,2067.978260869565,0,0,7,12,6,25016,25069,437,51,21,6,0,0,0,0,0,11662,10894,2509,1631.4782608695652,0,0,1
NA1_5474224786,915,CLASSIC,15,10,18,32615,39185,505,83,38,7,0,2,2,0,0,17118,20167,1897,2138.688524590164,0,0,10,15,12,29462,29602,510,62,27,6,0,0,0,0,0,11242,17275,1082,1931.9344262295083,0,0,1
NA1_5475393157,1464,CLASSIC,22,38,28,49119,88462,738,133,51,13,0,0,1,0,0,54397,20885,13178,2013.0737704918033,0,0,38,22,42,64367,86994,854,158,51,14,0,10,3,1,2,54785,24531,7675,2637.9918032786886,0,2,0
NA1_5475358723,2789,CLASSIC,58,63,101,98702,285125,1092,270,104,27,0,4,1,2,1,76543,184038,24538,2123.3847257081393,0,1,61,58,94,107489,263568,1224,335,122,45,0,8,5,2,0,130755,105710,27097,2312.4202223019,0,3,0
NA1_5475328498,2396,CLASSIC,37,54,60,88469,184135,1230,275,118,37,0,5,2,0,1,86078,83368,14686,2215.417362270451,0,0,54,37,69,93171,179859,1195,341,129,47,0,6,4,2,1,104146,67390,8316,2333.163606010017,0,1,0
NA1_5475308240,1541,CLASSIC,21,37,30,55523,98407,843,186,72,26,0,4,0,1,0,38064,53517,6824,2161.829980532122,0,0,37,21,47,63208,116766,918,191,80,18,0,8,4,1,0,39678,64616,12466,2461.0512654120703,0,1,0
NA1_5475270606,1979,CLASSIC,43,40,62,78779,161780,1071,211,81,19,0,10,3,1,2,72526,81745,7504,2388.4487114704393,0,1,40,43,58,71890,152982,1002,217,82,20,0,3,1,0,0,64886,80462,7629,2179.585649317837,0,0,1
NA1_5475229440,1182,CLASSIC,29,10,39,46574,76358,669,131,60,10,0,6,1,1,0,51066,20601,4689,2364.1624365482235,0,0,10,29,13,34738,54274,574,112,41,17,0,0,1,0,0,23408,26671,4189,1763.3502538071066,0,0,1
NA1_5475187688,1819,CLASSIC,25,40,35,59882,114977,879,223,95,20,0,4,1,1,0,61949,39047,13975,1975.2171522814733,0,0,40,26,52,73506,143507,1001,252,78,47,0,8,3,2,0,82223,52184,9095,2424.606926882903,0,2,0
NA1_5475158291,1101,CLASSIC,20,9,32,39409,55032,540,121,51,9,0,1,2,0,0,31787,21018,2225,2147.6294277929155,0,0,9,20,18,32822,58400,583,91,42,1,0,1,0,0,0,21427,32111,4859,1788.6648501362397,0,0,1
NA1_5475098211,2414,CLASSIC,50,39,119,85399,199598,992,359,152,46,0,8,2,3,2,109735,76341,13516,2122.593206296603,0,2,39,50,71,81769,181309,1153,376,134,48,0,5,4,0,0,116615,47987,16700,2032.3695111847555,0,0,1
NA1_5475009733,2281,CLASSIC,45,59,41,80573,200044,1060,243,83,36,0,4,2,0,0,109088,78310,12643,2119.412538360368,0,0,59,45,120,87965,178774,981,300,116,35,0,4,2,3,1,93074,79580,6116,2313.853572994301,0,0,0
NA1_5474882058,1521,CLASSIC,39,22,60,62466,106648,786,164,70,14,0,7,3,2,1,46949,58345,1351,2464.1420118343194,0,2,21,39,34,51498,75725,793,188,58,25,0,2,1,0,0,31110,41939,2672,2031.4792899408283,0,0,1
NA1_5473143243,1841,CLASSIC,35,43,48,68901,107142,877,232,100,14,0,5,1,1,1,51386,45815,9936,2245.5513307984793,0,0,43,35,92,72873,159142,849,177,72,21,0,7,4,1,0,80669,66874,11594,2375.0027159152633,0,1,0
NA1_5473062043,1957,CLASSIC,38,55,62,73118,150263,870,193,77,29,0,6,1,0,1,76714,61159,12387,2241.7373530914665,0,1,55,38,73,78121,176134,956,242,83,19,0,7,3,1,1,87253,83892,4985,2395.125191619826,0,2,0
NA1_5473022423,1592,CLASSIC,48,25,68,66637,127753,889,181,64,23,0,9,2,1,1,44015,79241,4493,2511.4447236180904,0,1,25,48,19,53892,113866,810,131,56,16,0,3,1,0,0,34315,68488,11059,2031.1055276381908,0,0,1
NA1_5472978034,1680,CLASSIC,47,29,82,68625,187288,814,241,83,32,0,8,0,1,1,83604,95599,8080,2450.8928571428573,0,1,29,47,29,59440,120163,905,196,84,18,0,4,4,0,0,61002,52731,6424,2122.8571428571427,0,0,1
NA1_5472246622,1815,CLASSIC,32,21,43,66827,116816,1008,245,97,25,0,9,3,0,1,69397,32552,14862,2209.1570247933882,0,1,21,32,34,57553,98547,886,187,79,25,0,3,2,0,2,47411,33594,17539,1902.5785123966941,0,0,1
NA1_5472225619,1450,CLASSIC,30,15,46,53561,87889,820,185,74,20,0,8,1,1,1,43756,41650,2475,2216.3172413793104,0,1,15,31,24,46225,69431,732,179,65,25,0,2,2,0,0,36947,27182,5296,1912.7586206896551,0,0,1
NA1_5471529973,1294,CHERRY,68,48,59,127146,367482,0,4,0,0,0,0,0,0,0,193331,136805,37341,5895.486862442041,0,0,22,46,19,59842,141158,0,0,0,0,0,0,0,0,0,9744,112909,18496,2774.744976816074,0,0,1
NA1_5471377534,1694,CLASSIC,31,19,63,63667,99694,883,217,83,31,0,9,1,1,1,49991,46858,2840,2255.029515938607,0,1,19,31,31,53528,87728,837,222,77,28,0,1,2,0,0,33086,51948,2689,1895.9149940968123,0,0,1
NA1_5471359336,1692,CLASSIC,50,40,70,71076,134116,780,177,83,18,0,9,2,0,1,60881,65952,7278,2520.425531914894,0,2,40,50,45,62628,104086,743,202,74,23,0,1,1,0,2,63760,25084,15240,2220.851063829787,0,0,1
NA1_5475358723,2789,CLASSIC,58,63,101,98702,285125,1092,270,104,27,0,4,1,2,1,76543,184038,24538,2123.3847257081393,0,1,61,58,94,107489,263568,1224,335,122,45,0,8,5,2,0,130755,105710,27097,2312.4202223019,0,3,0
NA1_5475328498,2396,CLASSIC,37,54,60,88469,184135,1230,275,118,37,0,5,2,0,1,86078,83368,14686,2215.417362270451,0,0,54,37,69,93171,179859,1195,341,129,47,0,6,4,2,1,104146,67390,8316,2333.163606010017,0,1,0
NA1_5475229440,1182,CLASSIC,29,10,39,46574,76358,669,131,60,10,0,6,1,1,0,51066,20601,4689,2364.1624365482235,0,0,10,29,13,34738,54274,574,112,41,17,0,0,1,0,0,23408,26671,4189,1763.3502538071066,0,0,1
NA1_5475187688,1819,CLASSIC,25,40,35,59882,114977,879,223,95,20,0,4,1,1,0,61949,39047,13975,1975.2171522814733,0,0,40,26,52,73506,143507,1001,252,78,47,0,8,3,2,0,82223,52184,9095,2424.606926882903,0,2,0
NA1_5475158291,1101,CLASSIC,20,9,32,39409,55032,540,121,51,9,0,1,2,0,0,31787,21018,2225,2147.6294277929155,0,0,9,20,18,32822,58400,583,91,42,1,0,1,0,0,0,21427,32111,4859,1788.6648501362397,0,0,1
